accession_no,form_type,cik,name,filed_at,report_date,series_id,filing_url
0001145549-20-073969,N-MFP2,703642,DEUTSCHE DWS MONEY MARKET TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/703642/000114554920073969/0001145549-20-073969-index.htm
0001145549-20-073976,N-MFP2,863209,INVESTORS CASH TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/863209/000114554920073976/0001145549-20-073976-index.htm
0001145549-20-073634,N-MFP2,795384,"T. Rowe Price State Tax-Free Funds, Inc.",2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/795384/000114554920073634/0001145549-20-073634-index.htm
0001145549-20-073759,N-MFP2,908406,AMERICAN CENTURY INVESTMENT TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/908406/000114554920073759/0001145549-20-073759-index.htm
0001145549-20-073795,N-MFP2,747576,LEGG MASON PARTNERS MONEY MARKET TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/747576/000114554920073795/0001145549-20-073795-index.htm
0001145549-20-073824,N-MFP2,855630,ELFUN GOVERNMENT MONEY MARKET FUND,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/855630/000114554920073824/0001145549-20-073824-index.htm
0001145549-20-073857,N-MFP2,889366,"BMO FUNDS, INC.",2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/889366/000114554920073857/0001145549-20-073857-index.htm
0000704207-20-000049,N-MFP2,704207,Fidelity Newbury Street Trust,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/704207/000070420720000049/0000704207-20-000049-index.htm
0001145549-20-073633,N-MFP2,1169187,"T. Rowe Price Institutional Income Funds, Inc.",2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1169187/000114554920073633/0001145549-20-073633-index.htm
0001145549-20-073844,N-MFP2,1107414,STATE STREET INSTITUTIONAL INVESTMENT TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1107414/000114554920073844/0001145549-20-073844-index.htm
0001145549-20-073854,N-MFP2,889366,"BMO FUNDS, INC.",2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/889366/000114554920073854/0001145549-20-073854-index.htm
0001145549-20-073650,N-MFP2,822977,GOLDMAN SACHS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/822977/000114554920073650/0001145549-20-073650-index.htm
0001145549-20-073902,N-MFP2,701939,SEI DAILY INCOME TRUST /MA/,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/701939/000114554920073902/0001145549-20-073902-index.htm
0001145549-20-073927,N-MFP2,857156,CHARLES SCHWAB FAMILY OF FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/857156/000114554920073927/0001145549-20-073927-index.htm
0001145549-20-073952,N-MFP2,1060517,UBS Series Funds,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1060517/000114554920073952/0001145549-20-073952-index.htm
0001145549-20-073774,N-MFP2,315812,MORGAN STANLEY TAX FREE DAILY INCOME TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/315812/000114554920073774/0001145549-20-073774-index.htm
0001145549-20-073922,N-MFP2,857156,CHARLES SCHWAB FAMILY OF FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/857156/000114554920073922/0001145549-20-073922-index.htm
0001145549-20-073955,N-MFP2,1060517,UBS Series Funds,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1060517/000114554920073955/0001145549-20-073955-index.htm
0001022695-20-000112,N-MFP2,1022695,FIDELITY REVERE STREET TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1022695/000102269520000112/0001022695-20-000112-index.htm
0001145549-20-073637,N-MFP2,1034386,"T. Rowe Price Reserve Investment Funds, Inc.",2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1034386/000114554920073637/0001145549-20-073637-index.htm
0001145549-20-073672,N-MFP2,1081400,WELLS FARGO FUNDS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1081400/000114554920073672/0001145549-20-073672-index.htm
0001145549-20-073784,N-MFP2,889512,LEGG MASON PARTNERS INSTITUTIONAL TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/889512/000114554920073784/0001145549-20-073784-index.htm
0001145549-20-073826,N-MFP2,842790,AIM INVESTMENT SECURITIES FUNDS (INVESCO INVESTMENT SECURITIES FUNDS),2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/842790/000114554920073826/0001145549-20-073826-index.htm
0001145549-20-073881,N-MFP2,710124,NORTHERN INSTITUTIONAL FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/710124/000114554920073881/0001145549-20-073881-index.htm
0001718745-20-000420,N-MFP2,1217286,JPMorgan Trust I,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1217286/000171874520000420/0001718745-20-000420-index.htm
0000277751-20-000096,N-MFP2,277751,JANUS INVESTMENT FUND,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/277751/000027775120000096/0000277751-20-000096-index.htm
0001004726-20-000282,N-MFP2,908695,USAA MUTUAL FUNDS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/908695/000100472620000282/0001004726-20-000282-index.htm
0001145549-20-073663,N-MFP2,862021,AB FIXED INCOME SHARES INC,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/862021/000114554920073663/0001145549-20-073663-index.htm
0001145549-20-073747,N-MFP2,719423,VALIC Co I,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/719423/000114554920073747/0001145549-20-073747-index.htm
0000878662-20-000056,N-MFP2,878662,FIDELITY CALIFORNIA MUNICIPAL TRUST II,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/878662/000087866220000056/0000878662-20-000056-index.htm
0001145549-20-073735,N-MFP2,830744,WILMINGTON FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/830744/000114554920073735/0001145549-20-073735-index.htm
0001145549-20-073788,N-MFP2,747576,LEGG MASON PARTNERS MONEY MARKET TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/747576/000114554920073788/0001145549-20-073788-index.htm
0001145549-20-073797,N-MFP2,774412,PLAN INVESTMENT FUND INC,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/774412/000114554920073797/0001145549-20-073797-index.htm
0001022695-20-000113,N-MFP2,1022695,FIDELITY REVERE STREET TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1022695/000102269520000113/0001022695-20-000113-index.htm
0001145549-20-073829,N-MFP2,828806,AIM TREASURER'S SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/828806/000114554920073829/0001145549-20-073829-index.htm
0001145549-20-073830,N-MFP2,828806,AIM TREASURER'S SERIES TRUST (INVESCO TREASURER'S SERIES TRUST),2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/828806/000114554920073830/0001145549-20-073830-index.htm
0001145549-20-073981,N-MFP2,1131013,GuideStone Funds,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1131013/000114554920073981/0001145549-20-073981-index.htm
0001258897-20-001684,N-MFP2,856517,Federated Hermes Money Market Obligations Trust,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/856517/000125889720001684/0001258897-20-001684-index.htm
0001145549-20-073687,N-MFP2,702340,PENN SERIES FUNDS INC,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/702340/000114554920073687/0001145549-20-073687-index.htm
0001145549-20-073775,N-MFP2,356409,MORGAN STANLEY US GOVERNMENT MONEY MARKET TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/356409/000114554920073775/0001145549-20-073775-index.htm
0000880799-20-000073,N-MFP2,880799,FIDELITY MUNICIPAL TRUST II,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/880799/000088079920000073/0000880799-20-000073-index.htm
0001145549-20-073834,N-MFP2,1094885,STATE STREET MASTER FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1094885/000114554920073834/0001145549-20-073834-index.htm
0001145549-20-073838,N-MFP2,1107414,STATE STREET INSTITUTIONAL INVESTMENT TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1107414/000114554920073838/0001145549-20-073838-index.htm
0001145549-20-073848,N-MFP2,205007,SHORT-TERM INVESTMENTS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/205007/000114554920073848/0001145549-20-073848-index.htm
0001145549-20-073897,N-MFP2,916620,NORTHERN FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/916620/000114554920073897/0001145549-20-073897-index.htm
0001145549-20-073906,N-MFP2,1273878,VANGUARD CMT FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1273878/000114554920073906/0001145549-20-073906-index.htm
0001145549-20-073928,N-MFP2,857156,CHARLES SCHWAB FAMILY OF FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/857156/000114554920073928/0001145549-20-073928-index.htm
0001145549-20-073930,N-MFP2,891190,VANGUARD ADMIRAL FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/891190/000114554920073930/0001145549-20-073930-index.htm
0001145549-20-073946,N-MFP2,1060517,UBS Series Funds,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1060517/000114554920073946/0001145549-20-073946-index.htm
0001145549-20-073960,N-MFP2,1060517,UBS Series Funds,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1060517/000114554920073960/0001145549-20-073960-index.htm
0001145549-20-073968,N-MFP2,703642,DEUTSCHE DWS MONEY MARKET TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/703642/000114554920073968/0001145549-20-073968-index.htm
0000811869-20-000059,N-MFP2,811869,THRIVENT MUTUAL FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/811869/000081186920000059/0000811869-20-000059-index.htm
0000894189-20-009414,N-MFP2,356134,FIRST AMERICAN FUNDS INC,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/356134/000089418920009414/0000894189-20-009414-index.htm
0000917286-20-000096,N-MFP2,917286,FIDELITY HEREFORD STREET TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/917286/000091728620000096/0000917286-20-000096-index.htm
0001145549-20-073628,N-MFP2,795384,"T. Rowe Price State Tax-Free Funds, Inc.",2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/795384/000114554920073628/0001145549-20-073628-index.htm
0001145549-20-073677,N-MFP2,1081400,WELLS FARGO FUNDS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1081400/000114554920073677/0001145549-20-073677-index.htm
0001145549-20-073779,N-MFP2,1140869,MASTER PORTFOLIO TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1140869/000114554920073779/0001145549-20-073779-index.htm
0001145549-20-073920,N-MFP2,918266,SCHWAB ANNUITY PORTFOLIOS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/918266/000114554920073920/0001145549-20-073920-index.htm
0001145549-20-073929,N-MFP2,857156,CHARLES SCHWAB FAMILY OF FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/857156/000114554920073929/0001145549-20-073929-index.htm
0001145549-20-073937,N-MFP2,1403166,Master Trust,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1403166/000114554920073937/0001145549-20-073937-index.htm
0001145549-20-073973,N-MFP2,862064,GOVERNMENT CASH MANAGEMENT PORTFOLIO,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/862064/000114554920073973/0001145549-20-073973-index.htm
0001258897-20-001669,N-MFP2,856517,Federated Hermes Money Market Obligations Trust,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/856517/000125889720001669/0001258897-20-001669-index.htm
0001258897-20-001678,N-MFP2,856517,Federated Hermes Money Market Obligations Trust,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/856517/000125889720001678/0001258897-20-001678-index.htm
0000704207-20-000050,N-MFP2,704207,Fidelity Newbury Street Trust,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/704207/000070420720000050/0000704207-20-000050-index.htm
0000917286-20-000097,N-MFP2,917286,FIDELITY HEREFORD STREET TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/917286/000091728620000097/0000917286-20-000097-index.htm
0001145549-20-073939,N-MFP2,1403166,Master Trust,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1403166/000114554920073939/0001145549-20-073939-index.htm
0001145549-20-073678,N-MFP2,1081400,WELLS FARGO FUNDS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1081400/000114554920073678/0001145549-20-073678-index.htm
0001145549-20-073840,N-MFP2,1107414,STATE STREET INSTITUTIONAL INVESTMENT TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1107414/000114554920073840/0001145549-20-073840-index.htm
0001145549-20-073913,N-MFP2,857490,VANGUARD VARIABLE INSURANCE FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/857490/000114554920073913/0001145549-20-073913-index.htm
0001145549-20-073918,N-MFP2,1121257,JNL INVESTORS SERIES TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1121257/000114554920073918/0001145549-20-073918-index.htm
0000949365-20-000476,N-MFP2,1027263,EQ ADVISORS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1027263/000094936520000476/0000949365-20-000476-index.htm
0001145549-20-073925,N-MFP2,857156,CHARLES SCHWAB FAMILY OF FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/857156/000114554920073925/0001145549-20-073925-index.htm
0001145549-20-073967,N-MFP2,703642,DEUTSCHE DWS MONEY MARKET TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/703642/000114554920073967/0001145549-20-073967-index.htm
0001145549-20-073651,N-MFP2,822977,GOLDMAN SACHS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/822977/000114554920073651/0001145549-20-073651-index.htm
0001145549-20-073729,N-MFP2,756913,JOHN HANCOCK VARIABLE INSURANCE TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/756913/000114554920073729/0001145549-20-073729-index.htm
0001145549-20-073733,N-MFP2,311635,LORD ABBETT US GOV & GOV SPONSORED ENTERPR MONEY MARKET FUND,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/311635/000114554920073733/0001145549-20-073733-index.htm
0001145549-20-073811,N-MFP2,1227155,MORGAN STANLEY INSTITUTIONAL LIQUIDITY FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1227155/000114554920073811/0001145549-20-073811-index.htm
0000702149-20-000023,N-MFP2,702149,NORTH CAROLINA CAPITAL MANAGEMENT TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/702149/000070214920000023/0000702149-20-000023-index.htm
0000878663-20-000048,N-MFP2,878663,FIDELITY NEW YORK MUNICIPAL TRUST II,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/878663/000087866320000048/0000878663-20-000048-index.htm
0000917286-20-000098,N-MFP2,917286,FIDELITY HEREFORD STREET TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/917286/000091728620000098/0000917286-20-000098-index.htm
0001145549-20-073654,N-MFP2,822977,GOLDMAN SACHS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/822977/000114554920073654/0001145549-20-073654-index.htm
0001145549-20-073909,N-MFP2,225997,VANGUARD MUNICIPAL BOND FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/225997/000114554920073909/0001145549-20-073909-index.htm
0001718745-20-000426,N-MFP2,763852,JPMORGAN TRUST II,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/763852/000171874520000426/0001718745-20-000426-index.htm
0001145549-20-073781,N-MFP2,1140869,MASTER PORTFOLIO TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1140869/000114554920073781/0001145549-20-073781-index.htm
0001145549-20-073847,N-MFP2,205007,SHORT-TERM INVESTMENTS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/205007/000114554920073847/0001145549-20-073847-index.htm
0001145549-20-073917,N-MFP2,67590,"Prudential Government Money Market Fund, Inc.",2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/67590/000114554920073917/0001145549-20-073917-index.htm
0001718745-20-000422,N-MFP2,1217286,JPMorgan Trust I,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1217286/000171874520000422/0001718745-20-000422-index.htm
0000878662-20-000055,N-MFP2,878662,FIDELITY CALIFORNIA MUNICIPAL TRUST II,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/878662/000087866220000055/0000878662-20-000055-index.htm
0001145549-20-073754,N-MFP2,1062374,VALIC Co II,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1062374/000114554920073754/0001145549-20-073754-index.htm
0001145549-20-073971,N-MFP2,810573,DEUTSCHE DWS VARIABLE SERIES II,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/810573/000114554920073971/0001145549-20-073971-index.htm
0001258897-20-001683,N-MFP2,856517,Federated Hermes Money Market Obligations Trust,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/856517/000125889720001683/0001258897-20-001683-index.htm
0001145549-20-073908,N-MFP2,106830,VANGUARD MONEY MARKET RESERVES,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/106830/000114554920073908/0001145549-20-073908-index.htm
0001145549-20-073852,N-MFP2,205007,SHORT-TERM INVESTMENTS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/205007/000114554920073852/0001145549-20-073852-index.htm
0000357057-20-000047,N-MFP2,357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/357057/000035705720000047/0000357057-20-000047-index.htm
0001145549-20-073924,N-MFP2,857156,CHARLES SCHWAB FAMILY OF FUNDS,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/857156/000114554920073924/0001145549-20-073924-index.htm
0001145549-20-073943,N-MFP2,1060517,UBS Series Funds,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1060517/000114554920073943/0001145549-20-073943-index.htm
0001717734-20-000306,N-MFP2,1469192,MAINSTAY FUNDS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1469192/000171773420000306/0001717734-20-000306-index.htm
0001004726-20-000276,N-MFP2,896162,DFA INVESTMENT TRUST CO,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/896162/000100472620000276/0001004726-20-000276-index.htm
0000880799-20-000074,N-MFP2,880799,FIDELITY MUNICIPAL TRUST II,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/880799/000088079920000074/0000880799-20-000074-index.htm
0000894189-20-009421,N-MFP2,356134,FIRST AMERICAN FUNDS INC,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/356134/000089418920009421/0000894189-20-009421-index.htm
0001145549-20-073648,N-MFP2,822977,GOLDMAN SACHS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/822977/000114554920073648/0001145549-20-073648-index.htm
0001145549-20-073679,N-MFP2,1081400,WELLS FARGO FUNDS TRUST,2020-12-07,2020-11-30,,https://www.sec.gov/Archives/edgar/data/1081400/000114554920073679/0001145549-20-073679-index.htm
